"id","nombre","musculo","tipo","imagen_ref","desc_corta"
"e133","Press Pallof con Banda","core","Funcional","media/exercises/e133.jpg","Engancha la banda a un poste a la altura del pecho y párate de lado, sosteniéndola con las dos manos al pecho. Estira los brazos al frente y aguanta 2-3 segundos sin dejar que la banda te gire el cuerpo; regresa las manos al pecho. El abdomen trabaja quieto, resistiendo. Cuenta las repeticiones por cada lado."
"e134","Bird Dog (Perro de Caza)","core","Bodyweight","media/exercises/e134.jpg","Ponte sobre manos y rodillas con la espalda plana. Estira al mismo tiempo un brazo al frente y la pierna contraria hacia atrás, sin que la cadera se ladee ni la espalda se mueva. Aguanta 2 segundos y cambia de lado. Imagina que llevas un vaso de agua apoyado en la espalda: que no se caiga."
"e135","Escaladora (Stair Climber)","cardio","Cardio","media/exercises/e135.jpg","Sube a la escaladora y camina los escalones pisando con todo el pie, con el cuerpo derecho. Apoya las manos solo para equilibrarte, sin descargar el peso en las barandas. Los ""reps"" son minutos. Quema bastante y además trabaja glúteos y piernas."
"e136","Caminata del Granjero (Farmers Walk)","otro","Funcional","media/exercises/e136.jpg","Toma una mancuerna o pesa en cada mano, ponte derecho con los hombros atrás y camina dando pasos cortos y firmes, sin inclinarte a ningún lado. Los ""reps"" son pasos. Suelta el peso cuando ya no puedas mantener la postura, no cuando se te abran las manos. Trabaja agarre, abdomen y postura a la vez."
"e137","Pullover con Mancuerna en Banco","espalda","Aislamiento","media/exercises/e137.jpg","Acuéstate en el banco sosteniendo UNA mancuerna con las dos manos sobre el pecho. Con los brazos casi rectos, llévala en arco por detrás de la cabeza hasta sentir el estiramiento de la espalda y el pecho, y regresa al inicio. Agarra firme la mancuerna por dentro del disco de arriba y no bajes más de donde el hombro se sienta cómodo."
"e138","Rotación Externa con Banda","hombros","Aislamiento","media/exercises/e138.jpg","Engancha la banda a un poste a la altura del codo y párate de lado. Con el codo pegado al cuerpo y doblado a 90 grados, gira el antebrazo hacia afuera (como abriendo una puerta) y regresa despacio. Se siente suave y así debe ser: este ejercicio cuida los músculos profundos que protegen tu hombro. Cuenta las repeticiones por cada lado."
"e139","Curl Invertido con Barra","biceps","Aislamiento","media/exercises/e139.jpg","Toma la barra con las palmas mirando hacia ABAJO y los codos pegados al cuerpo. Sube doblando los codos sin que las muñecas se quiebren hacia abajo y baja despacio. Usa bastante menos peso que en el curl normal: aquí trabajan el antebrazo y un músculo que está debajo del bíceps y empuja el brazo hacia afuera."
"e140","Curl de Muñeca con Barra","biceps","Aislamiento","media/exercises/e140.jpg","Siéntate y apoya los antebrazos en los muslos o en un banco, con las palmas hacia arriba y las muñecas colgando por fuera del borde. Deja rodar la barra hacia los dedos, ciérrala y sube doblando solo las muñecas. Baja despacio. Es un movimiento cortico: el antebrazo no se despega del apoyo. Fortalece el agarre para todos los demás ejercicios."
"e141","Marcha en el Sitio","cardio","Cardio","media/exercises/e141.jpg","Camina en el mismo sitio levantando las rodillas y moviendo los brazos, sin saltar. Empieza suave; el ritmo está bien si todavía puedes hablar. Cero golpe a las rodillas."
"e142","Paso Lateral (Step-Touch)","cardio","Cardio","media/exercises/e142.jpg","Da un paso a la derecha y junta el pie izquierdo; luego a la izquierda. Como bailando suave de lado a lado, moviendo los brazos. Sin saltos, ritmo constante."
"e143","Talones Atrás Suave","cardio","Cardio","media/exercises/e143.jpg","En el mismo lugar, lleva un talón hacia el glúteo y luego el otro, suave, casi sin saltar. Acompaña con los brazos. Si cansa, baja el ritmo."
"e144","Sombra de Boxeo","cardio","Cardio","media/exercises/e144.jpg","Sube las manos como guardia y lanza golpes al aire al frente, alternando brazos, moviéndote suave sobre las piernas. Diviértete y mantén el ritmo. Nada de saltos."
"e145","Subir y Bajar Escalón","cardio","Cardio","media/exercises/e145.jpg","Usa un escalón o banca bajita. Sube con un pie, luego el otro, y baja igual. Cambia la pierna que empieza cada tanto. Sube y baja a ritmo cómodo, agarrándote de algo si lo necesitas."
"e146","Remo Invertido en Mesa o Barra Baja","espalda","Bodyweight","media/exercises/e146.jpg","Acuéstate boca arriba debajo de una mesa resistente (o barra baja). Agárrate del borde y jala tu pecho hacia la mesa manteniendo el cuerpo en línea, como un remo al revés. Si pesa mucho, dobla las rodillas y apoya más los pies."
"e147","Remo con Toalla en Puerta","espalda","Bodyweight","media/exercises/e147.jpg","Enrolla una toalla por el borde de una puerta cerrada y bien firme; agárrala con las dos manos. Inclínate hacia atrás con los brazos estirados y jálate hacia la puerta apretando la espalda. Cuanto más atrás te inclines, más cuesta."
"e148","Patrón de Bisagra (Buenos Días sin Peso)","espalda","Bodyweight","media/exercises/e148.jpg","De pie, manos en la nuca y rodillas un poco dobladas. Empuja la cola hacia atrás y baja el pecho con la espalda RECTA (no encorvada), hasta sentir el estiramiento atrás del muslo; vuelve apretando los glúteos. Aprende a agacharte sin lastimar la espalda."
"e149","Nadador en Suelo","espalda","Bodyweight","media/exercises/e149.jpg","Acuéstate boca abajo con brazos y piernas estirados. Sube a la vez un brazo y la pierna del lado contrario, bájalos y cambia, como nadando lento. Aprieta la espalda baja y la cola. Sin rebotes."
"e150","Curl con Botellas o Mochila","biceps","Aislamiento","media/exercises/e150.jpg","Agarra una botella de agua llena en cada mano (o una mochila con cosas). Con los codos pegados a las costillas, súbelas doblando los brazos y bájalas despacio. No balancees el cuerpo para ayudarte."
"e151","Curl Isométrico Autorresistido","biceps","Isométrico","media/exercises/e151.jpg","Pon la palma de una mano debajo del puño de la otra. Intenta subir el puño doblando el codo mientras la mano de abajo lo frena. Aprieta fuerte unos segundos, suelta y repite. Trabajas el bíceps sin necesitar pesas."
"e152","Flexión Cerrada Inclinada","triceps","Bodyweight","media/exercises/e152.jpg","Apoya las manos juntas en una mesa o banca firme y aleja los pies para quedar inclinado. Baja el pecho doblando los codos pegados al cuerpo y empuja. Mientras más alta la superficie, más fácil; ve bajando la altura con el tiempo."
"e153","Patada de Tríceps con Botella","triceps","Aislamiento","media/exercises/e153.jpg","Inclínate al frente con la espalda recta y el codo arriba pegado a las costillas, una botella en la mano. Estira el brazo hacia atrás hasta que quede recto y vuelve despacio. Solo se mueve del codo para abajo."
"e154","Pike Push-up Inclinado","hombros","Bodyweight","media/exercises/e154.jpg","Pon las manos en el piso y los pies sobre un escalón, formando una ""V"" con la cola arriba. Baja la cabeza despacio entre las manos doblando los codos y empuja para subir. Si cuesta mucho, baja la altura de los pies o hazlo con las manos en una mesa."
"e155","Elevaciones Laterales con Botellas","hombros","Aislamiento","media/exercises/e155.jpg","Una botella de agua en cada mano, brazos a los lados. Súbelos abriéndolos hacia los lados hasta la altura de los hombros, como alas, y baja lento. No uses impulso ni subas los hombros hacia las orejas. Poco peso, mucho control."
"e156","Press de Hombro con Mochila","hombros","Compuesto","media/exercises/e156.jpg","Carga una mochila con libros o botellas y sostenla pegada al pecho/hombros. Empújala hacia arriba hasta estirar los brazos y bájala despacio. Mantén el abdomen y la cola apretados para no arquear la espalda."
"e157","Toques de Hombro en Plancha","hombros","Bodyweight","media/exercises/e157.jpg","Ponte en plancha con los brazos estirados (manos y puntas de los pies). Toca con una mano el hombro contrario y vuelve, alternando, SIN que la cola se mueva de lado a lado. Separa más los pies para que sea más fácil; o apoya las manos en una mesa."
"e158","Sentadilla a Silla (Sit-to-Stand)","piernas","Bodyweight","media/exercises/e158.jpg","Párate frente a una silla con los pies al ancho de los hombros. Baja sentándote suave hasta tocar el asiento y levántate empujando con los talones, sin impulso de los brazos. La silla te enseña a bajar bien y te da confianza. Más adelante usa una silla más bajita."
"e160","Zancada Estática con Apoyo","piernas","Bodyweight","media/exercises/e160.jpg","Pon un pie adelante y otro atrás (sin moverlos) y agárrate de una silla o pared. Baja doblando las dos rodillas, llevando la de atrás hacia el piso, y sube. Como arrodillarte y levantarte en el sitio. Cambia de pierna cada serie."
"e161","Sentadilla Sumo a Peso Corporal","piernas","Bodyweight","media/exercises/e161.jpg","Abre los pies más que los hombros con las puntas hacia afuera. Baja la cola recta hacia abajo (no atrás) manteniendo el pecho arriba, y sube empujando con los talones. Las rodillas apuntan hacia donde miran los pies. Buena si te cuesta la sentadilla normal."
"e162","Zancada Inversa a Peso Corporal","gluteo","Bodyweight","media/exercises/e162.jpg","De pie, da un paso hacia atrás con una pierna y baja la rodilla de atrás cerca del piso; vuelve empujando con la pierna de adelante. Es más suave para las rodillas que dar el paso al frente. Agárrate de una silla si pierdes el equilibrio."
"e163","Abducción Tumbado de Lado","gluteo","Bodyweight","media/exercises/e163.jpg","Acuéstate de lado con las piernas estiradas y el cuerpo derecho. Sube la pierna de arriba hacia el techo despacio y bájala con control, sin dejarla caer. No dejes que la cadera ruede hacia atrás. Trabaja el lado de la cola."
"e164","Plancha en Rodillas","core","Isométrico","media/exercises/e164.jpg","Apóyate en los antebrazos y las rodillas (no los pies), con el cuerpo en línea recta de la cabeza a las rodillas. Aprieta la barriga y la cola para no hundir la cadera. Aguanta unos segundos. Es la plancha más fácil para empezar."
